id,when,sex,vols,counter
B9809,T3,M,1,1
B9810,T3,M,1,1
B9811,T3,M,1,1
B9812,T3,M,1,1
B9813,T3,M,1,1
B9814,T3,M,1,1
B9815,T3,M,1,1
B9816,T3,M,1,1
B9817,T3,M,1,1
B9818,T3,M,1,1
B9819,T3,M,1,1
B9820,T3,M,1,1
B9821,T3,M,1,1
B9822,T3,M,1,1
B9823,T3,M,1,1
B9824,T3,M,1,1
B9825,T3,M,1,1
B9826,T3,M,1,1
B9827,T3,M,1,1
B9828,T3,M,1,1
B9829,T3,M,1,1
B9830,T3,M,1,1
B9831,T3,M,1,1
B9832,T3,M,1,1
B9833,T3,M,1,1
B9834,T3,M,1,1
B9835,T3,M,1,1
B9836,T3,M,1,1
B9837,T3,M,1,1
B9838,T3,M,1,1
B9839,T3,M,1,1
B9840,T3,M,1,1
B9841,T3,M,1,1
B9842,T3,M,1,1
B9843,T3,M,1,1
B9844,T3,M,1,1
B9845,T3,M,1,1
B9846,T3,M,1,1
B9847,T3,M,1,1
B9848,T3,M,1,1
B9849,T3,M,1,1
B9850,T3,M,1,1
B9851,T3,M,1,1
B9852,T3,M,1,1
B9853,T3,M,1,1
B9854,T3,M,1,1
B9855,T3,M,1,1
B9856,T3,M,1,1
B9857,T3,M,1,1
B9858,T3,M,1,1
B9859,T3,M,1,1
B9860,T3,M,1,1
B9861,T3,M,1,1
B9862,T3,M,1,1
B9863,T3,M,1,1
B9864,T3,M,1,1
B9865,T3,M,1,1
B9866,T3,M,1,1
B9867,T3,M,1,1
B9868,T3,M,1,1
B9869,T3,M,1,1
B9870,T3,M,1,1
B9871,T3,M,1,1
B9872,T3,M,1,1
B9873,T3,M,1,1
B9874,T4,M,1,1
B9875,T4,M,1,1
B9876,T4,M,1,1
B9877,T4,M,1,1
B9878,T4,M,1,1
B9879,T4,M,1,1
B9881,T4,M,1,1
B9883,T3,M,1,1
B9884,T3,M,1,1
B9885,T3,M,1,1
B9886,T4,M,1,1
B9887,T4,M,1,1
B9888,T2,M,1,1
B9889,T3,F,1,1
B9890,T1,F,1,1
B9891,T1,F,1,1
B9892,T1,U,1,1
B9893,T1,M,1,1
B9894,T1,M,1,1
B9895,T1,M,1,1
B9896,T1,M,1,1
B9897,T1,M,1,1
B9898,T1,M,1,1
B9899,T1,M,1,1
B9900,T1,M,1,1
B9901,T1,M,1,1
B9902,T2,M,1,1
B9903,T2,M,1,1
B9904,T3,M,1,1
B9905,T3,M,1,1
B9906,T3,M,1,1
B9907,T3,M,1,1
B9908,T3,M,1,1
B9909,T3,M,1,1
B9910,T3,M,1,1
B9911,T3,M,1,1
B9912,T1,M,1,1
B9913,T1,M,1,1
B9914,T1,M,1,1
B9915,T1,M,1,1
B9916,T1,M,1,1
B9917,T1,M,1,1
B9918,T3,M,1,1
B9919,T1,M,1,1
B9920,T1,M,1,1
B9921,T1,M,1,1
B9922,T1,M,1,1
B9923,T1,M,1,1
B9924,T1,M,1,1
B9925,T1,M,1,1
B9926,T1,M,1,1
B9927,T2,M,1,1
B9928,T2,M,1,1
B9929,T2,M,2,1
B9930,T2,M,1,1
B9931,T1,M,1,1
B9932,T1,U,1,1
B9933,T2,M,1,1
B9934,T2,M,1,1
B9935,T2,M,1,1
B9936,T2,M,1,1
B9937,T3,M,1,1
B9938,T1,M,1,1
B9939,T2,M,2,1
B9940,T2,U,1,1
B9941,T2,M,1,1
B9942,T2,M,1,1
B9943,T2,M,1,1
B9944,T3,M,1,1
B9945,T3,M,1,1
B9946,T3,M,1,1
B9947,T3,M,1,1
B9948,T3,M,1,1
B9949,T4,M,1,1
B9950,T2,M,1,1
B9951,T2,M,1,1
B9952,T2,M,1,1
B9953,T2,M,1,1
B9954,T3,M,1,1
B9955,T3,M,1,1
B9956,T3,M,1,1
B9957,T3,M,1,1
B9958,T3,M,1,1
B9959,T3,M,1,1
B9960,T3,M,1,1
B9961,T3,M,1,1
B9962,T3,M,1,1
B9963,T3,M,1,1
B9964,T3,M,1,1
B9965,T3,M,1,1
B9966,T3,M,1,1
B9967,T3,M,1,1
B9968,T3,M,1,1
B9969,T3,M,1,1
B9970,T3,M,1,1
B9971,T3,M,1,1
B9972,T3,M,1,1
B9973,T3,M,1,1
B9974,T3,M,1,1
B9975,T3,M,1,1
B9976,T3,M,1,1
B9977,T3,M,1,1
B9978,T3,M,1,1
B9979,T3,M,1,1
B9980,T1,M,1,1
B9981,T2,M,1,1
B9982,T2,M,1,1
B9983,T2,M,1,1
B9984,T2,M,1,1
B9985,T2,M,1,1
B9986,T2,M,1,1
B9987,T2,M,1,1
B9988,T2,M,1,1
B9989,T2,M,1,1
B9990,T2,M,1,1
B9991,T2,M,1,1
B9992,T2,M,1,1
B9993,T2,M,1,1
B9994,T1,M,1,1
B9996,T3,M,1,1
B9997,T3,M,1,1
B9998,T3,M,1,1
B9999,T3,M,1,1
B10000,T3,M,1,1
B10001,T3,M,1,1
B10002,T3,M,1,1
B10003,T3,M,1,1
B10004,T2,M,1,1
B10005,T1,M,1,1
B10006,T3,M,1,1
B10007,T3,M,1,1
B10008,T3,M,1,1
B10009,T3,M,1,1
B10010,T3,F,1,1
B10011,T1,F,1,1
B10012,T2,F,1,1
B10013,T2,F,1,1
B10014,T2,F,1,1
B10015,T2,F,1,1
B10016,T3,F,1,1
B10017,T3,F,1,1
B10018,T3,F,1,1
B10019,T3,F,1,1
B10020,T2,F,1,1
B10021,T2,F,1,1
B10022,T2,F,1,1
B10023,T3,F,1,1
B10024,T3,F,1,1
B10025,T3,F,1,1
B10026,T3,F,1,1
B10027,T3,F,1,1
B10028,T3,F,1,1
B10029,T3,F,1,1
B10030,T3,F,1,1
B10031,T3,F,1,1
B10032,T3,F,1,1
B10033,T3,F,1,1
B10034,T3,F,1,1
B10035,T3,F,1,1
B10036,T3,F,1,1
B10037,T3,F,1,1
B10038,T3,F,1,1
B10039,T3,F,1,1
B10040,T3,F,1,1
B10041,T3,F,1,1
B10042,T3,F,1,1
B10043,T3,F,1,1
B10044,T3,F,1,1
B10045,T3,F,1,1
B10046,T3,F,1,1
B10047,T3,F,1,1
B10048,T3,F,1,1
B10049,T3,F,1,1
B10050,T3,F,1,1
B10051,T4,F,1,1
B10052,T4,F,1,1
B10053,T4,F,1,1
B10054,T1,F,1,1
B10055,T2,F,1,1
B10056,T2,F,1,1
B10057,T2,F,1,1
B10058,T2,F,1,1
B10059,T2,F,1,1
B10060,T2,F,1,1
B10061,T2,F,1,1
B10062,T2,F,1,1
B10063,T3,F,1,1
B10064,T3,F,1,1
B10065,T3,F,1,1
B10066,T3,F,1,1
B10067,T3,F,1,1
B10068,T3,F,1,1
B10069,T3,F,1,1
B10070,T3,F,1,1
B10071,T3,F,1,1
B10072,T3,F,1,1
B10073,T3,F,1,1
B10074,T3,F,1,1
B10075,T3,F,1,1
B10076,T3,F,1,1
B10077,T3,F,1,1
B10078,T3,F,1,1
B10079,T3,F,1,1
B10080,T3,F,1,1
B10081,T3,F,1,1
B10082,T3,F,1,1
B10083,T3,F,1,1
B10084,T3,F,1,1
B10085,T3,F,1,1
B10086,T3,F,1,1
B10087,T3,F,1,1
B10088,T3,F,1,1
B10089,T3,F,1,1
B10090,T3,F,1,1
B10091,T3,F,1,1
B10092,T3,F,1,1
B10093,T3,F,1,1
B10094,T4,F,1,1
B10095,T4,F,1,1
B10096,T4,F,1,1
B10097,T4,F,1,1
B10098,T4,F,1,1
B10099,T4,F,1,1
B10100,T4,F,1,1
B10101,T4,F,1,1
B10102,T4,F,1,1
B10103,T3,F,2,1
B10104,T3,M,1,1
B10105,T3,M,1,1
B10106,T3,M,1,1
B10107,T4,M,1,1
B10108,T3,M,1,1
B10109,T3,M,1,1
B10110,T3,M,1,1
B10111,T4,M,1,1
B10112,T3,M,1,1
B10113,T3,U,1,1
B10114,T3,F,1,1
B10115,T3,F,1,1
B10116,T3,F,1,1
B10117,T3,F,1,1
B10118,T3,F,1,1
B10119,T3,F,1,1
B10120,T3,F,1,1
B10121,T3,F,1,1
B10122,T3,F,1,1
B10123,T3,F,1,1
B10124,T3,F,1,1
B10125,T3,F,1,1
B10126,T3,F,1,1
B10127,T3,F,1,1
B10128,T3,F,1,1
B10129,T3,F,1,1
B10130,T3,F,1,1
B10131,T3,F,1,1
B10132,T3,F,1,1
B10133,T3,F,1,1
B10134,T3,F,1,1
B10135,T3,F,1,1
B10136,T3,F,1,1
B10137,T3,F,1,1
B10138,T3,F,1,1
B10139,T3,F,1,1
B10140,T3,F,1,1
B10141,T3,F,1,1
B10142,T3,F,1,1
B10143,T3,F,1,1
B10144,T3,F,1,1
B10145,T3,F,1,1
B10146,T3,F,1,1
B10147,T3,F,1,1
B10148,T3,F,1,1
B10149,T3,F,1,1
B10150,T3,F,1,1
B10151,T3,F,1,1
B10152,T3,F,1,1
B10153,T3,F,1,1
B10154,T3,F,1,1
B10155,T3,F,1,1
B10156,T3,F,1,1
B10157,T3,F,1,1
B10158,T3,F,1,1
B10160,T3,F,1,1
B10161,T3,F,1,1
B10162,T3,F,1,1
B10163,T3,F,1,1
B10164,T3,F,1,1
B10165,T3,F,1,1
B10166,T3,F,1,1
B10167,T3,F,1,1
B10168,T3,F,1,1
B10169,T3,F,1,1
B10170,T3,F,1,1
B10171,T3,F,1,1
B10172,T3,F,1,1
B10173,T3,F,1,1
B10174,T3,F,1,1
B10175,T3,F,1,1
B10176,T3,F,1,1
B10177,T3,F,1,1
B10178,T3,F,1,1
B10179,T3,F,1,1
B10180,T3,F,1,1
B10181,T3,F,1,1
B10182,T3,F,1,1
B10183,T3,F,1,1
B10184,T3,F,1,1
B10185,T3,F,1,1
B10186,T3,F,1,1
B10187,T3,F,1,1
B10188,T3,F,1,1
B10189,T3,F,1,1
B10190,T3,F,1,1
B10191,T3,F,1,1
B10192,T3,F,1,1
B10193,T3,F,1,1
B10194,T3,F,1,1
B10195,T3,F,1,1
B10196,T3,F,1,1
B10197,T3,F,1,1
B10198,T3,F,1,1
B10199,T3,F,1,1
B10200,T3,F,1,1
B10201,T3,F,1,1
B10202,T3,F,1,1
B10203,T3,F,1,1
B10204,T3,F,1,1
B10205,T3,F,1,1
B10206,T3,F,1,1
B10207,T3,F,1,1
B10208,T3,F,1,1
B10209,T3,F,1,1
B10210,T3,F,1,1
B10211,T3,F,1,1
B10212,T3,F,1,1
B10213,T3,F,1,1
B10214,T3,F,1,1
B10215,T3,F,1,1
B10216,T3,F,1,1
B10217,T3,F,1,1
B10218,T3,F,1,1
B10219,T3,F,1,1
B10220,T3,F,1,1
B10221,T3,F,1,1
B10222,T3,F,1,1
B10223,T3,F,1,1
B10224,T3,F,1,1
B10225,T3,F,1,1
B10226,T3,F,1,1
B10227,T3,F,1,1
B10228,T3,F,1,1
B10229,T3,F,1,1
B10230,T3,F,1,1
B10231,T4,F,1,1
B10232,T3,F,1,1
B10233,T4,F,1,1
B10234,T4,F,1,1
B10235,T4,F,1,1
B10236,T4,F,1,1
B10237,T4,F,1,1
B10238,T4,F,1,1
B10239,T4,F,1,1
B10240,T4,F,1,1
B10241,T3,F,1,1
B10242,T4,F,1,1
B10243,T4,F,1,1
B10244,T4,F,1,1
B10245,T4,F,1,1
B10246,T3,M,1,1
B10247,T3,M,1,1
B10248,T3,M,1,1
B10249,T4,M,1,1
B10250,T3,M,1,1
B10251,T3,M,1,1
B10252,T4,M,1,1
B10253,T2,F,1,1
B10254,T2,F,1,1
B10255,T2,F,1,1
B10256,T2,F,1,1
B10257,T2,F,1,1
B10258,T2,F,1,1
B10259,T2,F,1,1
B10260,T2,F,1,1
B10261,T2,F,1,1
B10262,T2,F,1,1
B10263,T2,F,1,1
B10264,T2,F,1,1
B10265,T2,F,1,1
B10266,T2,F,1,1
B10267,T2,F,1,1
B10268,T2,F,1,1
B10269,T2,F,1,1
B10270,T2,F,1,1
B10271,T2,F,1,1
B10272,T2,F,1,1
B10273,T2,F,1,1
B10274,T2,F,1,1
B10275,T2,F,1,1
B10276,T2,F,1,1
B10277,T2,F,1,1
B10278,T2,F,1,1
B10279,T2,F,1,1
B10280,T3,F,1,1
B10281,T3,F,1,1
B10282,T3,F,1,1
B10283,T3,F,1,1
B10284,T3,F,1,1
B10285,T3,F,1,1
B10286,T3,F,1,1
B10287,T3,F,1,1
B10288,T3,F,1,1
B10289,T3,F,1,1
B10290,T3,F,1,1
B10291,T3,F,1,1
B10292,T3,F,1,1
B10293,T3,F,1,1
B10294,T3,F,1,1
B10295,T3,F,1,1
B10296,T3,F,1,1
B10297,T3,F,1,1
B10298,T2,F,1,1
B10299,T3,F,1,1
B10300,T3,F,1,1
B10301,T3,M,1,1
B10302,T3,M,1,1
B10303,T3,M,1,1
B10304,T1,M,1,1
B10305,T3,M,1,1
B10306,T3,M,1,1
B10307,T3,M,1,1
B10308,T3,M,1,1
B10309,T3,M,1,1
B10310,T3,F,1,1
B10311,T4,F,1,1
B10312,T4,F,1,1
B10313,T3,M,1,1
B10314,T3,M,1,1
B10315,T3,M,1,1
B10316,T3,M,1,1
B10317,T3,M,1,1
B10318,T3,M,1,1
B10319,T3,M,1,1
B10320,T3,M,1,1
B10321,T3,M,1,1
B10322,T3,M,1,1
B10323,T3,M,1,1
B10324,T3,M,1,1
B10325,T4,M,1,1
B10326,T4,M,1,1
B10327,T4,M,1,1
B10328,T4,M,1,1
B10329,T4,M,1,1
B10330,T4,M,1,1
B10331,T3,M,1,1
B10332,T4,M,1,1
B10333,T4,M,1,1
B10334,T4,M,1,1
B10335,T3,M,1,1
B10336,T3,M,1,1
B10337,T3,M,1,1
B10338,T3,M,1,1
B10339,T3,M,1,1
B10340,T3,M,1,1
B10341,T3,M,1,1
B10342,T3,M,1,1
B10343,T3,M,1,1
B10344,T3,M,1,1
B10345,T3,M,1,1
B10346,T3,M,1,1
B10347,T3,M,1,1
B10348,T3,M,1,1
B10349,T4,M,1,1
B10350,T4,M,1,1
B10351,T4,M,1,1
B10352,T4,M,1,1
B10353,T4,M,1,1
B10354,T4,M,1,1
B10355,T4,M,1,1
B10356,T4,M,1,1
B10357,T3,M,1,1
B10358,T3,M,1,1
B10359,T3,M,1,1
B10360,T3,M,1,1
B10361,T3,M,1,1
B10362,T3,M,1,1
B10363,T3,M,1,1
B10364,T3,M,1,1
B10365,T3,M,1,1
B10366,T3,M,1,1
B10367,T3,M,1,1
B10368,T3,M,1,1
B10369,T3,M,1,1
B10370,T3,M,1,1
B10371,T3,M,1,1
B10372,T3,M,1,1
B10373,T3,M,1,1
B10374,T3,M,1,1
B10375,T3,F,1,1
B10376,T3,M,1,1
B10377,T3,M,1,1
B10378,T3,M,1,1
B10379,T3,M,1,1
B10380,T3,M,1,1
B10381,T3,M,1,1
B10382,T3,M,1,1
B10383,T3,M,1,1
B10384,T3,M,1,1
B10385,T3,M,1,1
B10386,T3,M,1,1
B10387,T3,M,1,1
B10388,T3,M,1,1
B10389,T3,M,1,1
B10390,T4,M,1,1
B10391,T4,M,1,1
B10392,T4,M,1,1
B10393,T4,M,1,1
B10394,T4,M,1,1
B10395,T4,M,1,1
B10396,T3,M,1,1
B10397,T3,M,1,1
B10398,T3,M,1,1
B10399,T4,M,1,1
B10400,T4,M,1,1
B10401,T4,M,1,1
B10402,T3,M,1,1
B10403,T3,M,1,1
B10404,T4,M,1,1
B10405,T3,M,1,1
B10406,T3,M,1,1
B10407,T3,M,1,1
B10408,T3,M,1,1
B10409,T3,M,1,1
B10410,T4,M,1,1
B10411,T4,M,1,1
B10412,T4,M,1,1
B10413,T4,M,1,1
B10415,T3,M,1,1
B10416,T3,M,1,1
B10417,T3,M,1,1
B10418,T3,M,1,1
B10419,T3,M,1,1
B10420,T4,M,1,1
B10421,T4,M,1,1
B10422,T4,M,1,1
B10423,T4,M,1,1
B10424,T4,M,1,1
B10425,T2,F,1,1
B10426,T3,F,1,1
B10427,T3,F,1,1
B10428,T3,F,1,1
B10429,T4,F,1,1
B10430,T3,F,1,1
B10431,T3,F,1,1
B10432,T3,F,1,1
B10433,T3,F,1,1
B10434,T3,F,1,1
B10435,T4,F,1,1
B10437,T3,M,1,1
B10438,T4,M,1,1
B10439,T4,M,1,1
B10440,T2,F,3,1
B10441,T2,F,3,1
B10442,T3,F,1,1
B10443,T3,F,1,1
B10444,T4,F,1,1
B10445,T3,F,1,1
B10446,T3,F,1,1
B10447,T3,F,1,1
B10448,T2,F,2,1
B10449,T3,M,1,1
B10450,T3,M,1,1
B10451,T3,M,1,1
B10452,T3,M,1,1
B10453,T3,M,1,1
B10454,T3,F,1,1
B10455,T3,M,1,1
B10456,T3,M,1,1
B10457,T3,M,1,1
B10458,T3,M,1,1
B10459,T3,M,1,1
B10460,T3,M,1,1
B10461,T3,M,1,1
B10462,T3,M,1,1
B10463,T3,M,1,1
B10464,T3,M,1,1
B10465,T3,M,1,1
B10466,T3,M,1,1
B10467,T4,M,1,1
B10468,T2,M,1,1
B10469,T3,M,1,1
B10470,T3,M,1,1
B10471,T3,M,1,1
B10472,T3,M,1,1
B10473,T3,M,1,1
B10474,T3,M,1,1
B10475,T3,M,1,1
B10476,T3,M,1,1
B10477,T3,M,1,1
B10478,T3,M,1,1
B10479,T3,M,1,1
B10480,T4,M,1,1
B10481,T4,M,1,1
B10482,T4,M,1,1
B10483,T4,M,1,1
B10484,T3,F,1,1
B10485,T3,F,1,1
B10486,T3,F,1,1
B10487,T3,F,1,1
B10488,T3,F,1,1
B10489,T3,F,1,1
B10490,T3,F,1,1
B10491,T3,F,1,1
B10492,T3,F,1,1
B10493,T3,F,1,1
B10494,T3,F,1,1
B10495,T3,F,1,1
B10496,T3,F,1,1
B10497,T3,F,1,1
B10498,T4,F,1,1
B10499,T4,F,1,1
B10500,T4,F,1,1
B10501,T3,F,1,1
B10502,T3,F,1,1
B10503,T3,F,1,1
B10504,T3,F,1,1
B10505,T3,F,1,1
B10506,T3,F,1,1
B10507,T3,F,1,1
B10508,T3,F,1,1
B10509,T3,F,1,1
B10510,T3,M,1,1
B10511,T3,M,1,1
B10512,T3,M,1,1
B10513,T3,M,1,1
B10514,T3,M,1,1
B10515,T3,M,1,1
B10516,T3,M,1,1
B10517,T3,M,1,1
B10518,T4,M,1,1
B10519,T4,M,1,1
B10520,T4,M,1,1
B10521,T4,M,1,1
B10522,T3,M,1,1
B10523,T3,M,1,1
B10524,T3,M,1,1
B10525,T3,M,1,1
B10526,T3,M,1,1
B10527,T3,M,1,1
B10528,T3,M,1,1
B10529,T3,M,1,1
B10530,T3,M,1,1
B10531,T3,M,1,1
B10532,T3,M,1,1
B10533,T3,M,1,1
B10534,T3,M,1,1
B10535,T3,M,1,1
B10536,T3,M,1,1
B10537,T3,M,1,1
B10538,T3,M,1,1
B10539,T3,M,1,1
B10540,T3,M,1,1
B10541,T3,M,1,1
B10542,T3,M,1,1
B10543,T3,M,1,1
B10544,T3,M,1,1
B10545,T4,M,1,1
B10546,T3,M,1,1
B10547,T3,M,1,1
B10548,T3,M,1,1
B10549,T3,M,1,1
B10550,T3,M,1,1
B10551,T3,M,1,1
B10552,T3,M,1,1
B10553,T3,M,1,1
B10554,T3,M,1,1
B10555,T3,M,1,1
B10556,T3,M,1,1
B10557,T3,M,1,1
B10558,T3,M,1,1
B10559,T2,M,1,1
B10560,T3,M,1,1
B10561,T3,M,1,1
B10562,T3,M,1,1
B10563,T3,M,1,1
B10564,T3,M,1,1
B10565,T3,M,1,1
B10566,T3,M,1,1
B10567,T3,M,1,1
B10568,T3,M,1,1
B10569,T3,M,1,1
B10570,T3,M,1,1
B10571,T3,M,1,1
B10572,T3,M,1,1
B10573,T3,M,1,1
B10574,T3,M,1,1
B10575,T3,M,1,1
B10576,T3,M,1,1
B10577,T3,M,1,1
B10578,T3,M,1,1
B10579,T3,M,1,1
B10580,T3,M,1,1
B10581,T3,M,1,1
B10582,T3,M,1,1
B10583,T3,M,1,1
B10584,T3,M,1,1
B10585,T3,M,1,1
B10586,T3,M,1,1
B10587,T3,M,1,1
B10588,T3,M,1,1
B10589,T3,M,1,1
B10590,T3,M,1,1
B10591,T3,M,1,1
B10592,T3,M,1,1
B10593,T3,M,1,1
B10594,T3,M,1,1
B10595,T3,M,1,1
B10596,T3,M,1,1
B10597,T3,M,1,1
B10598,T3,M,1,1
B10599,T3,M,1,1
B10600,T3,M,1,1
B10601,T4,M,1,1
B10602,T4,M,1,1
B10603,T4,M,1,1
B10604,T4,M,1,1
B10605,T3,M,1,1
B10606,T4,M,1,1
B10607,T4,M,1,1
B10608,T4,M,1,1
B10609,T3,M,1,1
B10610,T3,M,1,1
B10611,T3,M,1,1
B10612,T3,M,1,1
B10613,T3,M,1,1
B10614,T3,M,1,1
B10615,T3,M,1,1
B10616,T3,M,1,1
B10617,T3,M,1,1
B10618,T3,M,1,1
B10619,T3,M,1,1
B10620,T3,M,1,1
B10621,T3,M,1,1
B10622,T3,M,1,1
B10623,T3,M,1,1
B10624,T3,M,1,1
B10625,T3,M,1,1
B10626,T3,M,1,1
B10627,T4,M,1,1
B10628,T4,M,1,1
B10629,T4,M,1,1
B10630,T4,M,1,1
B10631,T4,M,1,1
B10632,T4,M,1,1
B10633,T4,M,1,1
B10634,T4,M,1,1
B10635,T4,M,1,1
B10636,T1,M,1,1
B10637,T2,M,1,1
B10638,T2,M,1,1
B10639,T2,M,1,1
B10640,T2,M,2,1
B10641,T3,M,1,1
B10642,T3,M,1,1
B10643,T3,M,1,1
B10644,T3,M,1,1
B10645,T3,M,1,1
B10646,T3,M,1,1
B10647,T3,M,1,1
B10648,T3,M,1,1
B10649,T3,M,1,1
B10650,T4,M,1,1
B10651,T3,M,1,1
B10652,T3,M,1,1
B10653,T3,M,1,1
B10654,T3,M,1,1
B10655,T3,M,1,1
B10656,T3,M,1,1
B10657,T3,M,1,1
B10658,T3,M,1,1
B10659,T3,M,1,1
B10660,T4,M,1,1
B10661,T4,M,1,1
B10662,T4,M,1,1
B10663,T4,M,1,1
B10664,T4,M,1,1
B10665,T2,M,1,1
B10666,T2,M,1,1
B10667,T2,M,1,1
B10668,T3,M,1,1
B10669,T3,M,1,1
B10670,T3,M,1,1
B10671,T3,M,1,1
B10672,T3,M,1,1
B10673,T3,M,1,1
B10674,T3,M,1,1
B10675,T3,M,1,1
B10676,T3,M,1,1
B10677,T3,M,1,1
B10678,T3,M,1,1
B10679,T3,M,1,1
B10680,T3,M,1,1
B10681,T3,M,1,1
B10682,T3,M,1,1
B10683,T3,M,1,1
B10684,T3,M,1,1
B10685,T3,M,1,1
B10686,T3,M,1,1
B10687,T3,M,1,1
B10688,T3,M,1,1
B10689,T3,M,1,1
B10690,T3,M,1,1
B10691,T3,M,1,1
B10692,T4,M,1,1
B10693,T4,M,1,1
B10694,T2,M,1,1
B10695,T3,M,1,1
B10696,T3,M,1,1
B10697,T3,M,1,1
B10698,T3,M,1,1
B10699,T3,M,1,1
B10700,T3,M,1,1
B10701,T3,M,1,1
B10702,T3,M,1,1
B10703,T3,M,1,1
B10704,T3,M,1,1
B10705,T3,M,1,1
B10706,T3,M,1,1
B10707,T3,M,1,1
B10708,T3,M,1,1
B10709,T4,M,1,1
B10710,T4,M,1,1
B10711,T4,M,1,1
B10712,T4,M,1,1
B10713,T3,M,1,1
B10714,T3,M,1,1
B10715,T3,M,1,1
B10716,T3,M,1,1
B10717,T3,M,1,1
B10718,T3,M,1,1
B10719,T3,M,1,1
B10720,T3,M,1,1
B10721,T3,M,1,1
B10722,T3,M,1,1
B10723,T3,M,1,1
B10724,T3,M,1,1
B10725,T2,M,1,1
B10726,T4,M,1,1
B10727,T3,M,1,1
B10728,T3,M,1,1
B10729,T4,M,1,1
B10730,T3,M,1,1
B10731,T3,M,1,1
B10732,T4,M,1,1
B10733,T2,M,1,1
B10734,T3,M,1,1
B10735,T3,M,1,1
B10736,T4,M,1,1
B10737,T3,M,1,1
B10738,T3,M,1,1
B10739,T3,M,1,1
B10740,T3,M,1,1
B10741,T3,M,1,1
B10742,T3,F,1,1
B10743,T2,F,1,1
B10744,T2,F,1,1
B10745,T2,F,1,1
B10746,T2,F,1,1
B10747,T3,F,1,1
B10748,T3,F,1,1
B10749,T3,F,1,1
B10750,T2,F,1,1
B10751,T2,F,1,1
B10752,T3,F,1,1
B10753,T3,F,1,1
B10754,T3,F,1,1
B10755,T2,F,1,1
B10756,T2,F,1,1
B10757,T1,M,4,1
B10758,T1,F,3,1
B10759,T1,M,3,1
B10760,T3,M,2,1
B10761,T2,M,1,1
B10762,T2,F,1,1
B10763,T2,F,1,1
B10764,T3,F,1,1
B10765,T3,F,1,1
B10766,T3,F,1,1
B10767,T2,F,1,1
B10768,T2,F,1,1
B10769,T3,F,1,1
B10770,T3,F,1,1
B10771,T3,F,1,1
B10772,T3,F,1,1
B10773,T3,F,1,1
B10774,T3,F,1,1
B10775,T2,F,1,1
B10776,T3,F,1,1
B10777,T3,F,1,1
B10778,T4,F,1,1
B10779,T2,F,1,1
B10780,T3,F,1,1
B10781,T3,F,1,1
B10782,T3,F,1,1
B10783,T3,F,1,1
B10784,T3,F,1,1
B10785,T2,F,1,1
B10786,T3,F,1,1
B10787,T3,F,1,1
B10788,T3,F,1,1
B10789,T4,F,1,1
B10790,T4,F,1,1
B10791,T2,F,1,1
B10792,T2,F,1,1
B10793,T2,F,1,1
B10794,T3,F,1,1
B10795,T2,F,1,1
B10796,T3,F,1,1
B10797,T3,F,1,1
B10798,T3,F,1,1
B10799,T4,F,1,1
B10800,T3,F,1,1
B10801,T3,F,1,1
B10802,T3,F,1,1
B10803,T3,F,1,1
B10804,T3,F,1,1
B10805,T3,F,1,1
B10806,T3,F,1,1
B10807,T3,F,1,1
B10808,T3,F,1,1
B10809,T4,F,1,1
B10810,T4,F,1,1
B10811,T3,F,1,1
B10812,T3,F,1,1
B10813,T3,F,1,1
B10814,T3,F,1,1
B10815,T3,F,1,1
B10816,T3,F,1,1
B10817,T3,F,1,1
B10818,T4,F,1,1
B10819,T4,F,1,1
B10820,T3,F,1,1
B10821,T3,F,1,1
B10822,T3,F,1,1
B10823,T3,F,1,1
B10824,T3,F,1,1
B10825,T3,F,1,1
B10826,T3,F,1,1
B10827,T4,F,1,1
B10828,T4,F,1,1
B10829,T4,F,1,1
B10830,T3,U,1,1
B10831,T3,F,1,1
B10832,T3,F,1,1
B10833,T3,F,1,1
B10834,T3,F,1,1
B10835,T3,F,1,1
B10836,T3,F,1,1
B10837,T3,F,1,1
B10838,T2,F,1,1
B10839,T2,F,1,1
B10840,T2,F,1,1
B10841,T2,F,1,1
B10842,T2,F,1,1
B10843,T3,F,1,1
B10844,T3,F,1,1
B10845,T3,F,1,1
B10846,T3,F,1,1
B10847,T3,F,1,1
B10848,T3,F,1,1
B10849,T3,F,1,1
B10850,T3,F,1,1
B10851,T3,F,1,1
B10852,T3,F,1,1
B10853,T3,F,1,1
B10854,T3,F,1,1
B10855,T3,F,1,1
B10856,T3,F,1,1
B10857,T3,F,1,1
B10858,T3,F,1,1
B10859,T3,F,1,1
B10860,T3,F,1,1
B10861,T3,F,1,1
B10862,T3,F,1,1
B10863,T3,F,1,1
B10864,T3,F,1,1
B10865,T3,F,1,1
B10866,T3,F,1,1
B10867,T3,F,1,1
B10868,T3,F,1,1
B10869,T3,F,1,1
B10870,T3,F,1,1
B10871,T3,F,1,1
B10872,T3,F,1,1
B10873,T3,F,1,1
B10874,T3,F,1,1
B10875,T3,F,1,1
B10876,T3,F,1,1
B10877,T3,F,1,1
B10878,T3,F,1,1
B10879,T3,F,1,1
B10880,T3,F,1,1
B10881,T3,F,1,1
B10882,T3,F,1,1
B10883,T3,F,1,1
B10884,T3,F,1,1
B10885,T3,F,1,1
B10886,T3,F,1,1
B10887,T3,F,1,1
B10888,T3,F,1,1
B10889,T3,F,1,1
